text,sentiment,Time of Tweet,Age of User,Land Area (Km²),Continent,Density_Level,Population_Group
this week has been fun...i hope next week will be even better  NYC in 19 days,positive,morning,46-60,24670.0,AF,High,Medium
Worried about the reply after sending THE SMS to 78277.,negative,noon,60-70,260.0,NA,Medium,Low
Happy Mother`s Day mommy and grandma haha  ily,positive,night,70-100,610.0,NA,Medium,Low
Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,negative,night,31-45,60.0,EU,High,Low
 thankyou  how is ur night?,positive,night,70-100,192530.0,AF,Low,Medium
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,negative,morning,0-20,87460.0,EU,Low,Medium
I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,positive,noon,21-30,460.0,AF,Medium,Low
 thanks to follow,positive,morning,46-60,700.0,AS,High,Medium
_benson You are an absolute legend! Love love love it,positive,night,31-45,1213090.0,AF,Low,Medium
Castiel is loveeeeeeeeeeeeeeeeeeeeee,positive,noon,60-70,610952.0,AF,Low,Medium
 i knowwww.. i cant deal. this 9-5 life is not for me,negative,noon,21-30,1765048.0,AF,Low,Medium
feel crappy today,negative,night,31-45,156000.0,SA,Low,Low
"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",negative,noon,60-70,39500.0,EU,Medium,Medium
"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",positive,night,70-100,183630.0,AS,Low,Medium
 my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,negative,morning,0-20,139960.0,AS,Low,Medium
 Yeah I hate that too!!!! Sorry ur goin thru that,negative,noon,21-30,885800.0,AF,Low,Medium
_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,positive,morning,46-60,14870.0,Other,Low,Medium
"  thankyou very much, you rock!",positive,noon,60-70,54390.0,AF,Medium,Medium
fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,negative,night,31-45,770000.0,AS,Medium,Medium
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,negative,morning,46-60,469930.0,AS,Low,Medium
"I also think that I`m talking to myself now. Okay I need to get to bed. BTW, I miss my brothers.",negative,noon,60-70,30.0,OC,Medium,Low
 The link doesn`t work,negative,night,70-100,199810.0,AF,Medium,Medium
"good day, ya`ll! happy mom`s day!",positive,morning,0-20,579320.0,EU,Low,Medium
 aww such a cutie,positive,night,70-100,425400.0,AS,Low,Medium
"Thanks for the follow, Doug. I like that hat",positive,morning,0-20,12200.0,OC,Low,Low
Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,positive,noon,21-30,882050.0,SA,Low,Medium
 I had a very good day - lots of stretching and sleeping in the sun,positive,night,31-45,310070.0,AS,Medium,Medium
 I don`t want to  !!!! I am going to cry all the way home!!!,negative,morning,46-60,527970.0,AS,Low,Medium
is going out for dinner... just the two of us... niceeeee,positive,noon,60-70,743390.0,AF,Low,Medium
Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. <3,negative,night,70-100,386850.0,AF,Low,Medium
 so how is the most wonderful mommy in the world doing?,positive,morning,0-20,652860.0,AS,Low,Medium
"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go",negative,night,31-45,2381740.0,AF,Low,Medium
Oww. Can`t even describe how much my back hurts. Going to have to go to the stupid doctor.,negative,noon,60-70,1246700.0,AF,Low,Medium
Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,negative,noon,21-30,28470.0,AS,Medium,Medium
 that couldn`t be more true! I like ur momma`s style!,positive,night,31-45,7682300.0,OC,Low,Medium
"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",positive,morning,46-60,82400.0,EU,Medium,Medium
morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,positive,noon,60-70,82658.0,AS,Medium,Medium
" http://twitpic.com/4jam0 - Ohhh, how lovely! I`m glad that you had a great time there.",positive,morning,0-20,760.0,AS,High,Medium
I don`t think the coffee at work agreed with my tummy,negative,noon,21-30,130170.0,AS,High,High
Thanks! carry on the craziness again!!!,positive,night,31-45,430.0,NA,High,Low
 good luck with your auction,positive,morning,46-60,202910.0,EU,Low,Medium
Some guy just said he wanted to spank me,negative,night,70-100,22810.0,NA,Low,Low
" me too  no one even liked my answers to life last night, pshh",negative,morning,0-20,112760.0,AF,Medium,Medium
 hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),positive,night,31-45,1083300.0,SA,Low,Medium
 You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,positive,noon,60-70,566730.0,AF,Low,Medium
" Yeah, a few peeps. It should be a good day to catchup with everyone",positive,morning,0-20,5270.0,AS,Low,Low
 ohwwww  whatever I`m excited anyway.,positive,night,31-45,273600.0,AF,Low,Medium
_dang my phone is still broken.  just come over whenever.,negative,morning,46-60,25680.0,AF,Medium,Medium
I love cute texy messages. Especially when he calls me mandy,positive,noon,60-70,318000.0,AF,Low,Medium
sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,negative,noon,21-30,472710.0,AF,Low,Medium
I ate a foot long from subway like an hour ago! OMG! I`m happy and full. I hadn`t ate since b-fast.  happy Lis.,positive,night,31-45,9093510.0,NA,Low,Medium
 Thanks too,positive,noon,60-70,1259200.0,AF,Low,Medium
 I love these clutches! I`m lusting after one in bright yellow,positive,night,70-100,743532.0,SA,Low,Medium
 any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!,negative,morning,0-20,9388211.0,AS,Medium,High
 oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,positive,night,31-45,1861.0,AF,Medium,Low
 we will work on that mama  sweetdreams!,positive,morning,46-60,342000.0,Other,Low,Medium
Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,negative,noon,60-70,51060.0,NA,Low,Medium
Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,positive,night,70-100,55960.0,EU,Low,Medium
TGIF... this 'short' week has been wayyyyyy too long,negative,noon,21-30,9240.0,AS,Medium,Medium
lost some $ at work....nt happy right now    --SLOANSTER--,negative,night,70-100,23180.0,AF,Low,Low
 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,negative,night,31-45,248360.0,SA,Low,Medium
 aww  cant wait to have you back in LA! <333,positive,morning,46-60,995450.0,AF,Medium,High
enjoying my coffee with this super delicious cookie,negative,noon,60-70,18270.0,OC,Low,Low
 It was pretty cool. The kids *and* the adults had fun.,positive,night,70-100,304000.0,EU,Low,Medium
I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,positive,morning,0-20,547557.0,EU,Medium,Medium
" Yeah, and that`s where everything becomes difficult and generalisations break down. Not an easy problem  .",negative,noon,21-30,257670.0,AF,Low,Medium
Hates moving,negative,night,31-45,10120.0,AF,Medium,Medium
" happy #juddday, carrie",positive,morning,46-60,69490.0,AS,Low,Medium
"aku kbangun gara2 mimpi , very bad dream",negative,noon,60-70,348560.0,EU,Medium,Medium
"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",negative,night,70-100,227540.0,AF,Medium,Medium
I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,positive,morning,0-20,128900.0,EU,Low,Medium
home! tonight was so much fun! goodnight twitterbugs!,positive,night,70-100,196850.0,SA,Low,Low
Greg Pritchard should have got threw to the final of britains got talent,negative,night,70-100,2973190.0,AS,Medium,High
  thanks homskis! Its like christmas!,positive,noon,21-30,1630000.0,AS,Low,Medium
ok... twitter I almost pass out because of you!! ****    :`(,negative,night,31-45,434320.0,AS,Low,Medium
" awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",positive,morning,46-60,68890.0,EU,Low,Medium
" I like tweetie better, that is what I use all the time",positive,noon,60-70,21640.0,AS,Medium,Medium
Up already  Nooooooo!,negative,morning,0-20,10830.0,NA,Medium,Medium
feelin lonely now after spendin the last 50 hours with my friends,negative,night,31-45,88780.0,AS,Medium,Medium
 aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?,positive,noon,60-70,569140.0,AF,Low,Medium
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",positive,morning,0-20,17820.0,AS,Medium,Medium
Rain rain go away,negative,noon,21-30,191800.0,AS,Low,Medium
"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive,night,31-45,230800.0,AS,Low,Medium
just finished baking some cinnamon rolls   soooo yummy!,positive,morning,46-60,62200.0,EU,Low,Medium
"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",positive,morning,46-60,62700.0,EU,Low,Medium
 awesomeness,positive,morning,0-20,94280.0,AF,Medium,Medium
"Back from A&E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal",positive,noon,21-30,328550.0,AS,Low,Medium
"Over-thought tying my shoe, couldn`t figure it out for a while",negative,morning,46-60,1220190.0,AF,Low,Medium
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive,noon,60-70,320.0,EU,High,Low
just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,positive,night,70-100,180.0,OC,Medium,Low
" Probably not a good idea, its hard to tweet on the web, I miss Tweetdeck!  *cry*",negative,morning,0-20,1030700.0,AF,Low,Medium
 Remember to put your phone on silent! lol  Night loveees,positive,night,70-100,1.0,EU,High,Low
good morning tweeties! what to do today? I am all rested up from Richmond and ready to hit the beach!,positive,morning,46-60,786380.0,AF,Low,Medium
 you must love sydney more  dont leave us sydney kids  ****,positive,noon,60-70,653290.0,Other,Low,Medium
crashing from my WI high...missing mayfield,negative,morning,0-20,20.0,OC,High,Low
Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,positive,noon,60-70,120340.0,NA,Low,Medium
" hi angela, can you check your email? I need one thing from you (sorry if it`s your day off  )",negative,night,70-100,1266700.0,AF,Low,Medium
as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,negative,morning,0-20,910770.0,AF,Medium,High
had fun at wango tangooo!,positive,noon,60-70,309500.0,AS,Low,Medium
once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,negative,night,70-100,770880.0,AS,Medium,High
  shame on me!!!,negative,morning,0-20,460.0,OC,Low,Low
My parents wachting tv but it is terrible and there is nothing else  me so sad,negative,morning,46-60,452860.0,OC,Low,Medium
"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI",negative,noon,60-70,397300.0,SA,Low,Medium
 Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,positive,noon,21-30,306000.0,EU,Medium,Medium
 oh plzzzzz u never had time for me!!!,negative,noon,60-70,230170.0,EU,Low,Medium
Only have 80  followers... So sad.,negative,noon,21-30,260.0,NA,Medium,Low
 I need one too.,positive,noon,60-70,2830.0,OC,Low,Low
http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,negative,night,70-100,60.0,EU,High,Low
feeling extremally ill,negative,morning,46-60,87460.0,EU,Low,Medium
My Respect For Travis Clark Has Gone Down 7.5 Notches,negative,noon,60-70,460.0,AF,Medium,Low
Twitter you suck,negative,night,70-100,72180.0,AF,Medium,Medium
you know what it is to see people you love most in his country and could not get closer?,positive,noon,21-30,48088.0,EU,Medium,Medium
"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",positive,night,70-100,1213090.0,AF,Low,Medium
Tonight was fun. Love my girl Tanna!,positive,night,31-45,498800.0,EU,Low,Medium
I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,negative,morning,46-60,62710.0,AS,Medium,Medium
so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,negative,night,70-100,156000.0,SA,Low,Low
Can`t wait 4 a real bed!  haha,positive,morning,0-20,410340.0,EU,Low,Medium
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",positive,noon,21-30,39500.0,EU,Medium,Medium
 You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,negative,night,31-45,183630.0,AS,Low,Medium
 awww boo! I **** lovee doing all the girly thingss,positive,morning,46-60,139960.0,AS,Low,Medium
 chillin promoting muzik...not eating  lmaao,positive,noon,60-70,885800.0,AF,Low,Medium
I guess I am too freaky for followers.,negative,night,70-100,510890.0,AS,Medium,Medium
 i feel like tweeting you for no reason. so um hiiiiii.,negative,morning,0-20,14870.0,Other,Low,Medium
Here`s a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,negative,noon,21-30,54390.0,AF,Medium,Medium
_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,positive,night,31-45,720.0,OC,Medium,Low
just wake up.and i got flu  http://plurk.com/p/x2zp6,negative,noon,60-70,155360.0,AF,Low,Medium
"When the weather`s... ugh, something like asthma. So, yeah, Ventolin.",negative,morning,0-20,469930.0,AS,Low,Medium
Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,negative,night,31-45,199810.0,AF,Medium,Medium
"is planning her week, its going to good, going to get a lot of stuff done",positive,morning,0-20,9147420.0,NA,Low,High
 Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,positive,noon,21-30,175020.0,SA,Low,Medium
